PROVINCE,DISTRICT,TEHSIL,TEHSILCODE,UCNAME,UC_UR,UCNumber,UCCODE,LATITUDE,LONGITUDE,NUMBEROFVILLAGES,VILLAGENUMBER,VILLAGECODE,VILLAGENAME
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,AMANDI,Rural,1,111111,32.99881,70.591295,9,6,1111116,AMANDI SHAH JAHAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,AMANDI,Rural,1,111111,32.99881,70.591295,9,5,1111115,AMANDI PIRAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,AMANDI,Rural,1,111111,32.99881,70.591295,9,4,1111114,AMANDI KHATTAKAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,AMANDI,Rural,1,111111,32.99881,70.591295,9,3,1111113,AMANDI HANIF
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,AMANDI,Rural,1,111111,32.99881,70.591295,9,2,1111112,AMANDI HABIBBAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,AMANDI,Rural,1,111111,32.99881,70.591295,9,1,1111111,AMANDI GUL HASSAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,BAZAR AHMAD KHAN,Rural,2,111112,32.9807033,70.63314,11,11,11111211,TALAB SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,BAZAR AHMAD KHAN,Rural,2,111112,32.9807033,70.63314,11,10,11111210,SHARIF SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,BAZAR AHMAD KHAN,Rural,2,111112,32.9807033,70.63314,11,9,1111129,SARWAR GHAZNI KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,BAZAR AHMAD KHAN,Rural,2,111112,32.9807033,70.63314,11,8,1111128,SAEED ABAD
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,BAZAR AHMAD KHAN,Rural,2,111112,32.9807033,70.63314,11,7,1111127,NEW BAZAR AHMAD KHAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,BAZAR AHMAD KHAN,Rural,2,111112,32.9807033,70.63314,11,6,1111126,MANIK KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,BAZAR AHMAD KHAN,Rural,2,111112,32.9807033,70.63314,11,5,1111125,KOTKA SHER ZAD
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,BAZAR AHMAD KHAN,Rural,2,111112,32.9807033,70.63314,11,4,1111124,KOTKA DARAB
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,BAZAR AHMAD KHAN,Rural,2,111112,32.9807033,70.63314,11,3,1111123,KHASNI KALA GHANI KHAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,BAZAR AHMAD KHAN,Rural,2,111112,32.9807033,70.63314,11,2,1111122,DERI GANDI
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,BAZAR AHMAD KHAN,Rural,2,111112,32.9807033,70.63314,11,1,1111121,BAZAR AHMAD KHAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,12,11112312,MOHALLAH ZANANA HOSPITAL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,11,11112311,MOHALLAH YATEEM KHANA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,10,11112310,MOHALLAH QARI SAHAB
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,9,1111239,MOHALLAH NAWAB
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,8,1111238,MOHALLAH JEWAN SINGH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,7,1111237,MOHALLAH ISLAMIA SCHOOL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,6,1111236,MOHALLAH GHALA MANDI
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,5,1111235,MOHALLAH CHAMBELI CHOCK
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,4,1111234,MOHALLAH BHATTIA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,3,1111233,MOHALLAH AYUB WAKEEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,2,1111232,MOHALLAH ADNAN ADVOCATE
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,CHAMBELI CHOCK,Urban,3,111123,32.9870207,70.5976992,12,1,1111231,MOHALLAH ABDUL KHAN WAKIL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,38,11111438,ZAMAN WAZIR KALA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,37,11111437,USMAN KALLA DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,36,11111436,SHER DARAZ DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,35,11111435,SHAHAL KHEL DUAD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,34,11111434,PIRAN DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,33,11111433,NUSRAT DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,32,11111432,MIR ALAM KALA DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,31,11111431,MASTI KHEL DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,30,11111430,MASHER DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,29,11111429,MALIK NAZAL DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,28,11111428,LADHA KHEL DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,27,11111427,KOTKA ZAFAR KHEL DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,26,11111426,KOTKA WARSHEMIN KALLA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,25,11111425,KOTKA SHER GUL DUAD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,24,11111424,KOTKA QADIR DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,23,11111423,KOTKA PEER HASAN DUAD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,22,11111422,KOTKA NILGHARAN DUAD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,21,11111421,KOTKA MURAD ALI DUAD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,20,11111420,KOTKA MOSAM KHEL DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,19,11111419,KOTKA MANOOR KALLA DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,18,11111418,KOTKA MALIK SHER AJAB GUL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,17,11111417,KOTKA MALIK SAID AKBAR KHAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,16,11111416,KOTKA MAIN KHAN DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,15,11111415,"KOTKA MAILORN, DUAD SHAH"
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,14,11111414,KOTKA LANDI BAZAR DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,13,11111413,KOTKA BHAYAM. KHEL DUAD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,12,11111412,KOTKA AKIT DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,11,11111411,JHANGI DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,10,11111410,JAHANGIR DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,9,1111149,HAJI GULAN KALLA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,8,1111148,HAJI GUL ADA DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,7,1111147,GUL KALLA DUAD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,6,1111146,GHIDAR BOZI KHEL DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,5,1111145,GHARI SAIDAN DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,4,1111144,GHANJI DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,3,1111143,GHALA KHEL DAUD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,2,1111142,BOZI DUAD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DAUD SHAH,Rural,4,111114,33.014585,70.553355,38,1,1111141,BARLASHTI DUAD SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DHIRMA KHEL*,Rural,5,111115,33.00170725,70.63961523,6,6,1111156,RAHMAT KALLAN*
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DHIRMA KHEL*,Rural,5,111115,33.00170725,70.63961523,6,5,1111155,KHATAKAN KALLAN*
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DHIRMA KHEL*,Rural,5,111115,33.00170725,70.63961523,6,4,1111154,KACHOZAI*
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DHIRMA KHEL*,Rural,5,111115,33.00170725,70.63961523,6,3,1111153,HONI KHEL*
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DHIRMA KHEL*,Rural,5,111115,33.00170725,70.63961523,6,2,1111152,DHIRMA KHEL*
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,DHIRMA KHEL*,Rural,5,111115,33.00170725,70.63961523,6,1,1111151,ABAD KHEL*
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,39,11111639,ZHANDRAY MASJID
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,38,11111638,TUFIL ABAD
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,37,11111637,TABIBAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,36,11111636,SHARIF ABAD
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,35,11111635,SANA ULLAH COLONY
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,34,11111634,SAHI JAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,33,11111633,QAZIAN CHUK
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,32,11111632,MESKEEN ABAD
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,31,11111631,MALIK CHUK
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,30,11111630,LOCHI JANGE KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,29,11111629,LALL BHATA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,28,11111628,KURRAM SIDE
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,27,11111627,KRUSH MASHEEN AREA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,26,11111626,KOTKA ZAHIR SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,25,11111625,KOTKA ZABTA KHAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,24,11111624,KOTKA SHERZAD
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,23,11111623,KOTKA MANDAT
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,22,11111622,KOT DAYEM
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,21,11111621,KOT BULAND
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,20,11111620,KOT BELLI
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,19,11111619,KOT BARRARA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,18,11111618,KOT ADIL ROAD SIDE
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,17,11111617,KOT ADIL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,16,11111616,KOHAT ROAD
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,15,11111615,KHATTAK LAJ
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,14,11111614,HAJIA ABAD
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,13,11111613,HAFIZ ABAD
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,12,11111612,GULL WALI KHAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,11,11111611,FATIMA KHEL KALAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,10,11111610,ESUM DIN KALLA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,9,1111169,D A KHAN SIDE
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,8,1111168,BILAL COLONY
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,7,1111167,BAR CHUWK
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,6,1111166,ASHRAF COLONY
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,5,1111165,ASHARF COLONY
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,4,1111164,AMIR BEKRI GUDAM
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,3,1111163,AJMAL GALI
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,2,1111162,AHMAD ABAD
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,FATIMA KHEL,Rural,6,111116,32.995755,70.626695,39,1,1111161,ADIL COLONY
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GARHI SHER AHMAD,Rural,7,111117,32.9813499,70.6168696,7,7,1111177,NASEER ABAD KALA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GARHI SHER AHMAD,Rural,7,111117,32.9813499,70.6168696,7,6,1111176,KOTKA SAIDAAN KALA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GARHI SHER AHMAD,Rural,7,111117,32.9813499,70.6168696,7,5,1111175,KOTKA MOLAGAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GARHI SHER AHMAD,Rural,7,111117,32.9813499,70.6168696,7,4,1111174,KAFSHI KHEL BABU JAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GARHI SHER AHMAD,Rural,7,111117,32.9813499,70.6168696,7,3,1111173,HAJI KHEL ANWAR SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GARHI SHER AHMAD,Rural,7,111117,32.9813499,70.6168696,7,2,1111172,GARHI SHER AHMAD KALA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GARHI SHER AHMAD,Rural,7,111117,32.9813499,70.6168696,7,1,1111171,ABHI ZAR KALA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,12,11112812,SHER DARAZ GHORIWALA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,11,11112811,QADAR ABAD GHORIWALA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,10,11112810,KOT PUSHA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,9,1111289,KOT MATHER
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,8,1111288,KHAN AZAD MUGHAL KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,7,1111287,KANDAR GHORIWALA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,6,1111286,KACHA BACAHK
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,5,1111285,JADID ABADI GHORIWALA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,4,1111284,BHARATI MACHAN KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,3,1111283,BAZID MACHAN KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,2,1111282,ARSLA MACHAN KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,GHORIWALA,Urban,8,111128,32.905669,70.7257708,12,1,1111281,AMIN MUGHAL KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,HINJAL,Urban,9,111129,32.9811576,70.6051484,7,7,1111297,NASEEM GULL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,HINJAL,Urban,9,111129,32.9811576,70.6051484,7,6,1111296,MIR AZAM BAIST KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,HINJAL,Urban,9,111129,32.9811576,70.6051484,7,5,1111295,HINJAL SHER JAHAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,HINJAL,Urban,9,111129,32.9811576,70.6051484,7,4,1111294,HINJAL NOOR BAZ
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,HINJAL,Urban,9,111129,32.9811576,70.6051484,7,3,1111293,HINJAL KARIM KHAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,HINJAL,Urban,9,111129,32.9811576,70.6051484,7,2,1111292,HINJAL AMEER KHAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,HINJAL,Urban,9,111129,32.9811576,70.6051484,7,1,1111291,BAIST KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,ISMAIL KHEL,Rural,10,1111110,32.9325834,70.6535727,19,19,111111019,UMAR CHAK DADAN
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,ISMAIL KHEL,Rural,10,1111110,32.9325834,70.6535727,19,18,111111018,RASOOL KHAN KALA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,ISMAIL KHEL,Rural,10,1111110,32.9325834,70.6535727,19,17,111111017,MIR SAUDAD KHUJRAM KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,ISMAIL KHEL,Rural,10,1111110,32.9325834,70.6535727,19,16,111111016,MIR QADER KALA KHUJRAM KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,ISMAIL KHEL,Rural,10,1111110,32.9325834,70.6535727,19,15,111111015,MANDORI PATAL SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,ISMAIL KHEL,Rural,10,1111110,32.9325834,70.6535727,19,14,111111014,MANDORI ABDULLAH SHAH
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,ISMAIL KHEL,Rural,10,1111110,32.9325834,70.6535727,19,13,111111013,KWAJA MIRI KALA
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,ISMAIL KHEL,Rural,10,1111110,32.9325834,70.6535727,19,12,111111012,KOTKA KHAN ZAMAN ISMAIL KHEL
KHYBER PAKHTUNKHWA,BANNU DISTRICT,BANNU TEHSIL,1111,ISMAIL KHEL,Rural,10,1111110,32.9325834,70.6535727,19,11,111111011,KOTKA BAID ALI KHEL
